Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6146,Final Fantasy VI Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28
832,Dance Central 2,X360,2011.0,Misc,Microsoft Game Studios,1.45,0.42,0.01,0.16,2.04
10345,Tournament Pool,Wii,2009.0,Sports,Destineer,0.1,0.0,0.0,0.01,0.11
16339,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008.0,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01
5064,Petz Rescue: Wildlife Vet,DS,2008.0,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.38
7588,Warriors Orochi,PSP,2008.0,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2
7087,Freedom Fighters,XB,2003.0,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23
7192,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004.0,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22
12178,R-Type Command,PSP,2007.0,Strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07
9146,Your Shape: Fitness Evolved 2013,WiiU,2012.0,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14
4190,Quest 64,N64,1998.0,Role-Playing,Konami Digital Entertainment,0.38,0.08,0.0,0.01,0.47
401,Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,1.63,1.53,0.0,0.18,3.34
12270,Elite Forces: Unit 77,DS,2009.0,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06
14700,HotBrain,PSP,2007.0,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.03
7717,Family Guy,PSP,2006.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.2
2409,Tales of Xillia 2,PS3,2012.0,Role-Playing,Namco Bandai Games,0.2,0.15,0.45,0.07,0.87
3389,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,2005.0,Strategy,Banpresto,0.0,0.0,0.59,0.0,0.59
3147,NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.54,0.04,0.0,0.07,0.64
10493,Syberia,XB,2003.0,Action,Microids,0.08,0.02,0.0,0.0,0.1
15277,Taito Legends 2,PS2,2006.0,Misc,Empire Interactive,0.01,0.01,0.0,0.0,0.02
5471,Hulk,XB,2003.0,Action,Universal Interactive,0.25,0.07,0.0,0.01,0.33
7869,Squeeballs Party,Wii,2009.0,Puzzle,Performance Designed Products,0.18,0.0,0.0,0.01,0.19
7383,Naruto: Clash of Ninja (JP sales),GC,2003.0,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.21
15623,Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
9833,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12
10752,Disney Sing It! High School Musical 3: Senior Year,X360,2009.0,Misc,Disney Interactive Studios,0.09,0.0,0.0,0.01,0.1
15072,Escape the Emerald Star,PC,2011.0,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02
15455,Mount & Blade Collection,PC,2012.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
7751,Saw II: Flesh & Blood,PS3,2010.0,Action,Konami Digital Entertainment,0.1,0.07,0.0,0.03,0.19
10286,JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,0.08,0.01,0.01,0.01,0.11
9410,Chicken Run,PS,2000.0,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
332,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73
1808,Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13
824,Carnival Games,DS,2008.0,Misc,Take-Two Interactive,1.23,0.64,0.0,0.19,2.05
2002,F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04
3163,TimeSplitters 2,XB,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64
1716,Plants vs. Zombies,DS,2011.0,Strategy,Mastertronic,0.95,0.15,0.0,0.08,1.18
13009,Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
619,LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49
1296,The House of the Dead 2 & 3 Return,Wii,2008.0,Shooter,Sega,0.78,0.5,0.03,0.15,1.47
4369,Dance Dance Revolution: Hottest Party 3,Wii,2009.0,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.45
8596,Take A Break's: Puzzle Master,DS,2009.0,Puzzle,Ubisoft,0.0,0.15,0.0,0.01,0.16
4084,Scene It? Lights Camera Action,X360,2007.0,Misc,Microsoft Game Studios,0.43,0.02,0.0,0.04,0.48
1732,Cabela's Dangerous Hunts,PS2,2003.0,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17
10227,Rock Band: Metal Track Pack,Wii,2009.0,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11
5347,Just Dance 2016,PS4,2015.0,Misc,Ubisoft,0.16,0.13,0.0,0.06,0.35
8925,Baseball Blast!,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
7348,Magician's Quest: Town of Magic,3DS,2012.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21
12811,Impact Racing,PS,1996.0,Racing,JVC,0.03,0.02,0.0,0.0,0.06
12012,Point Blank DS (JP sales),DS,2006.0,Shooter,Atari,0.0,0.0,0.07,0.0,0.07
14510,SimCity,PC,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03
13975,Steambot Chronicles,PS2,2005.0,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04
11857,Digimon World Championship,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.35,0.0,0.35
4266,Brothers In Arms: Road to Hill 30,PS2,2005.0,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46
10992,I Love Puppies,DS,2010.0,Simulation,Destineer,0.09,0.0,0.0,0.01,0.09
6691,F1 Pole Position 64,N64,1997.0,Racing,Ubisoft,0.11,0.13,0.0,0.01,0.25
14023,S.T.A.L.K.E.R.: Clear Sky,PC,2008.0,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04
14148,Prey,PC,2006.0,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03
12472,Dreamer Series: Zoo Keeper,DS,2010.0,Simulation,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06
7827,NHL Hitz Pro,PS2,2003.0,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19
13912,LEGO Jurassic World,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04
10824,Neo Atlas,PS,1998.0,Strategy,ArtDink,0.0,0.0,0.09,0.01,0.09
5897,Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,2003.0,Action,Atari,0.21,0.08,0.0,0.01,0.3
8404,I'm A Celebrity: Get Me Out of Here!,Wii,2009.0,Misc,Mindscape,0.0,0.16,0.0,0.01,0.17
4359,SingStar Queen,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.26,0.0,0.08,0.45
15321,Nisenochigiri,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
16579,Rugby Challenge 3,XOne,2016.0,Sports,Alternative Software,0.0,0.01,0.0,0.0,0.01
13041,Starry ? Sky: In Spring,PSP,2010.0,Misc,Asgard,0.0,0.0,0.05,0.0,0.05
9431,SpongeBob's Surf & Skate Roadtrip,DS,2011.0,Action,THQ,0.11,0.02,0.0,0.01,0.13
13001,Pony Friends,DS,2007.0,Simulation,Eidos Interactive,0.0,0.05,0.0,0.01,0.05
14278,Super Hero Generation,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
2054,DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.53,0.0,0.2,1.01
6450,Rayman DS,DS,2005.0,Platform,Ubisoft,0.21,0.04,0.0,0.02,0.26
4929,SSX 3,XB,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.39
8119,Dark Souls II,PC,2014.0,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18
8815,Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15
4591,Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.39,0.0,0.0,0.03,0.42
1595,RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari,1.19,0.05,0.0,0.0,1.25
337,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
8919,Major League Baseball 2K8,PS2,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15
6106,All Star Cheer Squad,DS,2008.0,Sports,THQ,0.26,0.0,0.0,0.02,0.28
14020,World in Conflict,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
3063,Finding Nemo,XB,2003.0,Action,THQ,0.48,0.16,0.0,0.02,0.66
2732,Spectrobes,DS,2007.0,Role-Playing,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.75
10974,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09
13755,Samurai Warriors 2: Empires,X360,2007.0,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04
14912,Yuusha Shisu.,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
4745,Band Hero,PS2,2009.0,Misc,Activision,0.15,0.06,0.0,0.2,0.41
12036,Trick DS-han: Kakushi Kami no Sumukan,DS,2010.0,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
14232,Utawarerumono Portable,PSP,2009.0,Role-Playing,Aqua Plus,0.0,0.0,0.03,0.0,0.03
13527,Sonic the Hedgehog 2 (8-bit),GG,1992.0,Platform,Sega,0.0,0.0,0.04,0.0,0.04
11656,Ro-Kyu-Bu!,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08
13626,Amagami,PSV,2014.0,Adventure,Kadokawa Games,0.0,0.0,0.04,0.0,0.04
10022,Phantasy Star Collection,GBA,2002.0,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11
8814,Prince of Persia: The Sands of Time,GBA,2003.0,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15
8580,NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16
6623,NASCAR 09,X360,2008.0,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25
14494,Senko no Ronde DUO,X360,2010.0,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03
2704,Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,THQ,0.29,0.39,0.0,0.08,0.76
93,Star Wars Battlefront (2015),PS4,2015.0,Shooter,Electronic Arts,2.93,3.29,0.22,1.23,7.67
12535,Pheasants Forever Wingshooter,Wii,2010.0,Shooter,Unknown,0.03,0.02,0.0,0.0,0.06
9794,The King of Fighters Collection: The Orochi Saga,Wii,2008.0,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12
1753,Mega Man X,SNES,1993.0,Platform,Capcom,0.57,0.08,0.5,0.01,1.16
2662,Galaxian,2600,1982.0,Shooter,Atari,0.72,0.05,0.0,0.01,0.77
4806,Advance Wars: Dual Strike,DS,2005.0,Strategy,Nintendo,0.3,0.03,0.04,0.03,0.4
16160,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.01
14972,Pony Luv,DS,2008.0,Simulation,GSP,0.02,0.0,0.0,0.0,0.02
16001,One Piece: Daikaizoku Coliseum,3DS,2016.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
10229,BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11
9105,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,Nippon Columbia,0.0,0.0,0.14,0.0,0.14
2352,Call of Duty: Modern Warfare 3,Wii,2011.0,Shooter,Activision,0.6,0.21,0.0,0.08,0.89
4088,Metal Gear Solid HD Edition,PSV,2012.0,Action,Konami Digital Entertainment,0.16,0.18,0.05,0.09,0.48
8444,Resident Evil,SAT,1997.0,Action,Capcom,0.0,0.0,0.17,0.0,0.17
4095,Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.45,0.03,0.48
14400,Jikandia: The Timeless Land,PSP,2010.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03
7014,Worms: Battle Islands,Wii,2010.0,Strategy,THQ,0.11,0.1,0.0,0.02,0.23
1180,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009.0,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58
11122,Data East Arcade Classics,Wii,2010.0,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
1467,WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,THQ,0.62,0.5,0.01,0.21,1.33
15986,Dragon Zakura DS,DS,2007.0,Misc,Electronic Arts,0.0,0.0,0.01,0.0,0.01
3522,Beyond The Beyond,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
3010,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007.0,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.67
7051,Major League Baseball 2K10,PS2,2010.0,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23
13820,Bomberman: Act Zero,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
13851,Scarface: The World is Yours,PC,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04
6800,Guitar Freaks,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24
13018,TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
11396,PoPoLoCrois (JP sales),PSP,2005.0,Role-Playing,Ignition Entertainment,0.0,0.0,0.08,0.0,0.08
11423,Petz Fantasy: Sunshine Magic,DS,2010.0,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.08
12043,Sprint Cars: Road to Knoxville,PS2,2005.0,Racing,THQ,0.03,0.03,0.0,0.01,0.07
8338,Mahjong Fight Club,PSP,2004.0,Misc,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8593,California Speed,N64,1999.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16
16072,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005.0,Adventure,Activision,0.01,0.0,0.0,0.0,0.01
2572,The Sims 2: Pets,PSP,2006.0,Simulation,Electronic Arts,0.19,0.39,0.0,0.22,0.8
6208,Soul Nomad & the World Eaters,PS2,2007.0,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.28
13161,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005.0,Action,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
1966,Assassin's Creed: Rogue,X360,2014.0,Action,Ubisoft,0.58,0.38,0.0,0.09,1.05
11291,Frantix,PSP,2005.0,Puzzle,Ubisoft,0.08,0.0,0.0,0.01,0.08
10502,Top Gun: Combat Zones,GBA,2004.0,Simulation,Mastiff,0.07,0.03,0.0,0.0,0.1
8751,NCAA Football 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15
7467,Barbie Fashion Show: An Eye for Style,DS,2008.0,Misc,Activision,0.19,0.0,0.0,0.02,0.21
12503,Cabela's Big Game Hunter (2008),X360,2007.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06
1362,Super Metroid,SNES,1994.0,Action,Nintendo,0.57,0.12,0.71,0.02,1.42
9637,Freedom Fighters,GC,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13
318,Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
10575,The Ant Bully,PS2,2006.0,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1
12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06
9688,"Kilari: Na-san, Mon Meilleur Ami",DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
1222,The Simpsons Game,DS,2007.0,Action,Electronic Arts,0.57,0.79,0.0,0.17,1.53
11776,Sky Gunner,PS2,2001.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07
427,Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69
3036,BioShock Infinite,PC,2013.0,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08,0.67
1977,UFC Undisputed 3,PS3,2012.0,Action,THQ,0.55,0.34,0.03,0.13,1.05
12530,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007.0,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06
8784,Horse Life Adventures,Wii,2008.0,Simulation,Deep Silver,0.13,0.01,0.0,0.01,0.15
10258,Tyco RC: Assault with a Battery,PS,1999.0,Racing,Syscom,0.06,0.04,0.0,0.01,0.11
1529,Mega Man Battle Network 3 Blue / White Version,GBA,2002.0,Role-Playing,Capcom,0.39,0.02,0.85,0.03,1.29
6433,Scene It? Twilight,Wii,2009.0,Misc,Konami Digital Entertainment,0.16,0.08,0.0,0.02,0.27
6163,Famista '92,NES,1991.0,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28
9857,Ultimate Card Games,GBA,2003.0,Misc,Telegames,0.09,0.03,0.0,0.0,0.12
14447,Kokoro no Kokoron,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
15377,Kawaii Koinu DS 3,DS,2010.0,Simulation,MTO,0.0,0.0,0.02,0.0,0.02
12821,Hail to the Chimp,X360,2008.0,Misc,Gamecock,0.05,0.0,0.0,0.0,0.06
14421,Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03
1531,Resident Evil Zero,GC,2002.0,Action,Capcom,0.54,0.27,0.45,0.04,1.29
7842,Darkstalkers 3,PS,1998.0,Fighting,Capcom,0.11,0.07,0.0,0.01,0.19
8450,Senran Kagura: Estival Versus,PS4,2015.0,Action,Marvelous Interactive,0.07,0.0,0.08,0.02,0.17
7200,Mega Man Zero 3,GBA,2004.0,Platform,Capcom,0.16,0.06,0.0,0.0,0.22
2636,Doom,PS,1994.0,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78
4948,Marvel: Ultimate Alliance,PS3,2006.0,Role-Playing,Activision,0.33,0.02,0.0,0.04,0.39
8524,N2O: Nitrous Oxide,PS,1998.0,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16
578,Pac-Man: Adventures in Time,PSP,2006.0,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
6812,TimeSplitters: Future Perfect,PS2,2005.0,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24
14644,Motor Trend presents Lotus Challenge,XB,2003.0,Racing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03
15454,UFO: Trilogy,PC,2007.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02
12620,Archer Maclean Presents: Pool Paradise,PS2,2004.0,Sports,Ignition Entertainment,0.03,0.02,0.0,0.01,0.06
5043,DiRT 2,Wii,2009.0,Racing,Codemasters,0.11,0.23,0.0,0.04,0.38
9887,Uta no * Prince-Sama: All Star,PSP,2013.0,Action,Broccoli,0.0,0.0,0.12,0.0,0.12
13600,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014.0,Action,FuRyu,0.0,0.0,0.04,0.0,0.04
13968,Monster Hunter Frontier Online: Season 9.0,X360,2010.0,Role-Playing,Capcom,0.0,0.0,0.04,0.0,0.04
13708,PopCap Arcade Vol 1,X360,2007.0,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04
7494,X2: Wolverine's Revenge,XB,2003.0,Platform,Activision,0.15,0.04,0.0,0.01,0.21
5528,SSX Blur,Wii,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33
1602,Tales of Xillia,PS3,2011.0,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24
3359,Puyo Puyo Sun,SAT,1997.0,Puzzle,Compile,0.0,0.0,0.6,0.0,0.6
69,Just Dance 2,Wii,2010.0,Misc,Ubisoft,5.84,2.89,0.01,0.78,9.52
7132,3rd Super Robot Wars Z Jigoku Hen,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
5413,Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.14,0.02,0.16,0.02,0.34
3970,Crash: Mind Over Mutant,PS2,2008.0,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5
13840,Yuki Yuna is a Hero: Memory of the Forest,PSV,2015.0,Action,FuRyu,0.0,0.0,0.04,0.0,0.04
12195,Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07
8664,Psychic Force,PS,1996.0,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16
6440,ESPN NBA Basketball,XB,2003.0,Sports,Sega,0.2,0.06,0.0,0.01,0.27
11214,Might & Magic Heroes VII,PC,2015.0,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09
8860,History Civil War: Secret Missions,PS2,2008.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.15
6343,Tropico 4,PC,2011.0,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27
2492,Yu-Gi-Oh! Dark Duel Stories,GB,2000.0,Misc,Konami Digital Entertainment,0.0,0.0,0.83,0.0,0.83
3532,Dogz,DS,2006.0,Simulation,Ubisoft,0.51,0.02,0.0,0.04,0.57
1614,2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23
4507,Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.13,0.21,0.01,0.08,0.43
4339,Ghostbusters,2600,1985.0,Puzzle,Activision,0.42,0.03,0.0,0.0,0.45
15451,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
11197,Counter-Strike: Source,PC,2004.0,Shooter,Vivendi Games,0.0,0.07,0.0,0.02,0.09
8628,Burger Island,DS,2008.0,Action,Destineer,0.15,0.0,0.0,0.01,0.16
15897,Antz Extreme Racing,XB,2002.0,Racing,Empire Interactive,0.01,0.0,0.0,0.0,0.02
13729,Unchained Blades,3DS,2011.0,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04
247,Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44
3062,NCAA March Madness 2003,PS2,2002.0,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66
15618,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012.0,Action,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
15916,Dragon Tales: Dragon Adventures,GBA,2003.0,Platform,NewKidCo,0.01,0.0,0.0,0.0,0.02
15066,Blender Bros.,GBA,2002.0,Platform,Unknown,0.02,0.01,0.0,0.0,0.02
9204,Barbie Explorer,PS,2001.0,Platform,Unknown,0.08,0.05,0.0,0.01,0.14
7551,Ashes Cricket 2009,X360,2009.0,Sports,Codemasters,0.0,0.19,0.0,0.01,0.2
12828,Airline Tycoon 2,PC,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05
5001,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009.0,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38
5390,The Urbz: Sims in the City,XB,2004.0,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34
6736,Littlest Pet Shop: Country Friends,DS,2009.0,Simulation,Electronic Arts,0.23,0.0,0.0,0.02,0.25
12760,The Lord of the Rings: Aragorn's Quest,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06
13437,Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05
13676,System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008.0,Racing,System 3 Arcade Software,0.03,0.01,0.0,0.0,0.04
683,NBA 2K16,XOne,2015.0,Sports,Take-Two Interactive,1.93,0.14,0.0,0.24,2.32
8059,Metal Gear Ac!d 2,PSP,2005.0,Strategy,Konami Digital Entertainment,0.11,0.01,0.05,0.01,0.18
5523,Elebits,Wii,2006.0,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.33
12349,Intellivision Lives!,GC,2004.0,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06
11105,Mad Dog McCree: Gunslinger Pack,Wii,2009.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
11562,New International Track & Field,DS,2008.0,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
11471,The King of Fighters '96,PS,1997.0,Fighting,SNK,0.0,0.0,0.07,0.01,0.08
14823,Steins;Gate 0,PS3,2015.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
3069,Dragon Quest Monsters: Caravan Heart,GBA,2003.0,Role-Playing,Enix Corporation,0.0,0.0,0.64,0.02,0.66
13338,Utawarerumono: Itsuwari no Kamen,PS3,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
12657,The Saboteur,PC,2009.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06
12594,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995.0,Adventure,Yumedia,0.0,0.0,0.06,0.0,0.06
7291,Order Up!,Wii,2008.0,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22
16195,Metal Slug Anthology,PS2,2007.0,Shooter,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01
2461,Xenoblade Chronicles X,WiiU,2015.0,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84
5395,Night Warriors: Darkstalkers' Revenge,SAT,1995.0,Fighting,Virgin Interactive,0.0,0.0,0.34,0.0,0.34
13842,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
13205,Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12796,Dream C Club Portable,PSP,2010.0,Simulation,D3Publisher,0.0,0.0,0.06,0.0,0.06
